date,y_true,arima_pred,lstm_pred,arima_pred_cal,lstm_pred_cal
2025-01-02,-0.062744035469187,-0.0330502101191632,-0.0077486643567681,-0.03209346800950268,-0.010551487204385604
2025-01-03,0.0789550455668859,0.0013947154892749,-0.0071713514626026,0.002351457598935414,-0.009974174310220102
2025-01-06,0.0014850709586751,0.0014203454391572,-0.006966202519834,0.0023770875488177134,-0.009769025367451504
2025-01-07,-0.0414506713389455,0.001420348318851,-0.0080726454034447,0.0023770904285115137,-0.010875468251062202
2025-01-08,0.0014697002488741,0.0014021418423157,-0.0099663715809583,0.002358883951976214,-0.012769194428575804
2025-01-10,-0.0005065652243017,0.001402370714206,-0.0123185282573103,0.0023591128238665137,-0.015121351104927804
2025-01-13,0.0214781953695606,0.0014022867095916,-0.0148493507876992,0.002359028819252114,-0.017652173635316702
2025-01-14,-0.0173826387228448,0.0014103406602964,-0.017368471249938,0.0023670827699569137,-0.020171294097555505
2025-01-15,0.0773142328283835,0.0014094705176371,-0.0198247376829385,0.0023662126272976135,-0.022627560530556003
2025-01-16,-0.0342059706913762,0.0014334962057595,-0.0222555305808782,0.0023902383154200137,-0.025058353428495703
2025-01-17,0.0301812525614346,0.0014190343974354,-0.0241804514080286,0.0023757765070959135,-0.026983274255646103
2025-01-21,-0.0057138137154746,0.0014311849849877,-0.0259837787598371,0.0023879270946482135,-0.028786601607454602
2025-01-22,-0.0213550431549434,0.0014307871035398,-0.0273666083812713,0.0023875292132003135,-0.030169431228888804
2025-01-23,-0.0065982438591811,0.0014205192804196,-0.0285704173147678,0.0023772613900801135,-0.0313732401623853
2025-01-24,-0.0141645876352747,0.0014199653196473,-0.0295988582074642,0.0023767074293078137,-0.032401681055081705
2025-01-27,-0.0234666508560073,0.001413485684754,-0.0303701665252447,0.0023702277944145137,-0.0331729893728622
2025-01-28,0.0023640734639691,0.0014021647217903,-0.0308229904621839,0.0023589068314508136,-0.033625813309801404
2025-01-29,-0.0228417054980747,0.0014021082357073,-0.0311871487647295,0.002358850345367814,-0.033989971612347
2025-01-30,0.0283279034958852,0.0013913255702765,-0.0312416795641183,0.0023480676799370135,-0.0340445024117358
2025-01-31,0.0107346406463211,0.0014006891788361,-0.0312784425914287,0.002357431288496614,-0.0340812654390462
2025-02-03,-0.0530900870691981,0.0107346406463211,-0.0312784761190414,0.011691382755981613,-0.0340812989666589
2025-02-04,0.0219885360961527,0.0013847989822768,-0.0307393055409193,0.0023415410919373136,-0.033542128388536804
2025-02-05,-0.0364535233701239,0.0013905191282454,-0.030656250193715,0.0023472612379059135,-0.0334590730413325
2025-02-06,-0.0102327993510922,0.0013785481803599,-0.0304628368467092,0.0023352902900204138,-0.0332656596943267
2025-02-07,-0.0345171429042903,0.0013764192566217,-0.0301493946462869,0.002333161366282214,-0.0329522174939044
2025-02-10,-0.0305771952093891,0.0013550997984756,-0.0299163293093442,0.0023118419081361134,-0.0327191521569617
2025-02-11,-0.0654798900863466,0.0013500823030602,-0.0294973198324441,0.002306824412720714,-0.0323001426800616
2025-02-12,0.024091057420887,0.0013228172820126,-0.0286744032055139,0.0022795593916731137,-0.0314772260531314
2025-02-13,0.0561342888353255,0.0013235966544059,-0.0280209518969059,0.0022803387640664137,-0.030823774744523403
2025-02-14,-0.0002810028501647,0.0013459731880581,-0.0276886485517025,0.002302715297718614,-0.030491471399320003
2025-02-18,-0.00487362336853,0.0013464179631674,-0.0276980809867382,0.0023031600728279137,-0.030500903834355705
2025-02-19,0.018050813649058,0.0013461833883327,-0.0279439240694046,0.0023029254979932134,-0.030746746917022102
2025-02-20,-0.0172321701024253,0.0013511079812536,-0.0281396768987178,0.0023078500909141137,-0.030942499746335304
2025-02-21,-0.0479722332719765,0.0013502694804723,-0.0284842234104871,0.0023070115901328136,-0.0312870462581046
2025-02-24,-0.0217565451995112,0.0013260432815407,-0.0284796617925167,0.0022827853912012136,-0.0312824846401342
2025-02-25,-0.0876249417878769,0.001322175237129,-0.0283689815551042,0.002278917346789514,-0.031171804402721704
2025-02-26,-0.0404367775674989,0.0012853716481019,-0.0275851190090179,0.002242113757762414,-0.030387941856635403
2025-02-27,-0.0309059101337405,0.0012676958288934,-0.0268978774547576,0.0022244379385539135,-0.029700700302375104
2025-02-28,0.038374591251971,0.0012488602399621,-0.0261030606925487,0.002205602349622614,-0.028905883540166204
2025-03-03,-0.0288440508452687,0.0012643201181255,-0.0253032017499208,0.002221062227786014,-0.028106024597538304
2025-03-04,-0.0453111882369423,-0.0288440508452687,-0.0248470399528741,-0.027887308735608185,-0.027649862800491604
2025-03-05,0.0256210166928667,0.0012353211560789,-0.0241847559809684,0.0021920632657394137,-0.026987578828585903
2025-03-06,-0.0577065194202583,0.0012432050460329,-0.0237917974591255,0.0021999471556934137,-0.026594620306743005
2025-03-07,-0.0029651004058361,0.0012261434362582,-0.0234898999333381,0.0021828855459187137,-0.026292722780955603
2025-03-10,-0.1675457406775766,0.0012215332418696,-0.0231593381613492,0.0021782753515301135,-0.025962161008966703
2025-03-11,0.0372450798387218,0.0011544346622819,-0.0220603682100772,0.002111176771942414,-0.024863191057694703
2025-03-12,0.0731936870502378,0.0011685315848111,-0.0207787472754716,0.0021252736944716135,-0.023581570123089104
2025-03-13,-0.0303233488753322,0.001193676674689,-0.0201102290302515,0.0021504187843495136,-0.022913051877869003
2025-03-14,0.0379126776500697,0.0011842401711128,-0.0199599619954824,0.002140982280773314,-0.022762784843099904
2025-03-17,-0.0490682310548997,0.0011977315125615,-0.0200830064713954,0.002154473622222014,-0.022885829319012903
2025-03-18,-0.0548354456344357,0.0011791205719585,-0.0201714895665645,0.0021358626816190135,-0.022974312414182005
2025-03-19,0.0457611903680659,0.0011576007180181,-0.0200784672051668,0.002114342827678614,-0.022881290052784303
2025-03-20,0.0016944590202747,0.0011712445832374,-0.0200450718402862,0.0021279866928979136,-0.022847894687903703
2025-03-21,0.0513547158131411,0.0011712697168007,-0.0201580878347158,0.0021280118264612137,-0.022960910682333305
2025-03-24,0.1127354748103046,0.0011927876426588,-0.0200488064438104,0.0021495297523193135,-0.022851629291427904
2025-03-25,0.0344234630779274,0.001235731375941,-0.0199212245643138,0.0021924734856015138,-0.022724047411931302
2025-03-26,-0.057423902739738,0.0012492839007163,-0.0200798045843839,0.002206026010376814,-0.022882627432001403
2025-03-27,0.0039252689641875,0.0012315800985702,-0.0201300140470266,0.002188322208230714,-0.022932836894644103
2025-03-28,-0.0357048332121827,0.0012291696895337,-0.0200233645737171,0.002185911799194214,-0.022826187421334604
2025-03-31,-0.0167974112710638,0.0012121876572929,-0.0201021712273359,0.002168929766953414,-0.022904994074953403
2025-04-01,0.0352562495176398,-0.0167974112710638,-0.0198558140546083,-0.015840669161403288,-0.022658636902225804
2025-04-02,0.0518966206094653,0.0012183501791141,-0.0197152215987443,0.0021750922887746136,-0.022518044446361803
2025-04-03,-0.0563017223581816,0.0012386258211748,-0.0191071759909391,0.0021953679308353135,-0.021909998838556603
2025-04-04,-0.1100357255155719,0.0012217310764626,-0.0190226379781961,0.0021784731861231137,-0.021825460825813603
2025-04-07,-0.0259787819023111,0.0011775243244948,-0.0184043440967798,0.002134266434155314,-0.021207166944397303
2025-04-08,-0.0502357310019059,0.0011601455313905,-0.0174902249127626,0.002116887641051014,-0.020293047760380104
2025-04-09,0.2044905800016012,0.0011449036176379,-0.0167710650712251,0.002101645727298414,-0.019573887918842604
2025-04-10,-0.0755220285780398,0.0012209236820484,-0.0158728510141372,0.0021776657917089138,-0.018675673861754703
2025-04-11,-0.00035662594507,0.0011952354425009,-0.0155919259414076,0.002151977552161414,-0.018394748789025105
2025-04-14,0.0001585564329067,0.0011938168041819,-0.0156497899442911,0.0021505589138424135,-0.018452612791908605
2025-04-15,0.0069502095654963,0.0011917227927707,-0.0160764474421739,0.002148464902431214,-0.018879270289791403
2025-04-16,-0.0506907429039964,0.0011917297905611,-0.0166665147989988,0.0021484719002216137,-0.019469337646616305
2025-04-17,-0.0007454979855454,0.0011733906019609,-0.0168259013444185,0.0021301327116214136,-0.019628724192036005
2025-04-21,-0.0591807672579278,0.0011726593939679,-0.017093239352107,0.0021294015036284137,-0.019896062199724503
2025-04-22,0.0449943820449307,0.0011516438107509,-0.0169547665864229,0.0021083859204114137,-0.019757589434040403
2025-04-23,0.0522719471597525,0.0011644104179849,-0.0167670082300901,0.0021211525276454138,-0.019569831077707604
2025-04-24,0.0343787075442634,0.0011819818152893,-0.0166595168411731,0.0021387239249498137,-0.019462339688790603
2025-04-25,0.0935184939802606,0.0011978685860431,-0.0168883726000785,0.002154610695703614,-0.019691195447696003
2025-04-28,0.0032583903115028,0.0012336606830387,-0.0166760887950658,0.0021904027926992137,-0.019478911642683304
2025-04-29,0.0212843731051686,0.001233757123506,-0.0167286340147256,0.0021904992331665137,-0.019531456862343102
2025-04-30,-0.0343822336302475,0.0212843731051686,-0.0169733706861734,0.02224111521482911,-0.019776193533790905
2025-05-01,-0.0058293144020797,0.0012277527593337,-0.016954468563199,0.0021844948689942138,-0.019757291410816506
2025-05-02,0.0235686412533731,0.001227495766738,-0.0172300823032856,0.002184237876398514,-0.020032905150903103
2025-05-05,-0.0244958471709821,0.0012343339706758,-0.0174205005168914,0.0021910760803363137,-0.020223323364508904
2025-05-06,-0.0176747407120663,0.0012328446276277,-0.0176938194781541,0.0021895867372882134,-0.020496642325771603
2025-05-07,0.0031546161942159,0.0012167696385717,-0.0179147031158208,0.0021735117482322135,-0.020717525963438305
2025-05-08,0.0306597734374385,0.0012168610727617,-0.0181083045899868,0.0021736031824222137,-0.020911127437604305
2025-05-09,0.0461081945700865,0.0012291002283933,-0.0182828977704048,0.0021858423380538136,-0.021085720618022302
2025-05-12,0.0652800311867976,0.0012454627304922,-0.0183056537061929,0.002202204840152714,-0.021108476553810405
2025-05-13,0.0481049205168115,0.0012718815308743,-0.0185909625142812,0.0022286236405348134,-0.021393785361898704
2025-05-14,0.0399319216619113,0.0012886664634488,-0.018630651757121,0.0022454085731093134,-0.021433474604738503
2025-05-15,-0.0140769459986129,0.0013059715718681,-0.018731178715825,0.0022627136815286135,-0.021534001563442505
2025-05-16,0.0206704919413738,0.001304319255727,-0.0190144218504428,0.0022610613653875136,-0.021817244698060304
2025-05-19,-0.0228021917526319,0.00130633814814,-0.0192812159657478,0.002263080257800514,-0.022084038813365302
2025-05-20,0.0050444362835557,0.0013052518111293,-0.0194482896476984,0.0022619939207898137,-0.022251112495315903
2025-05-21,-0.027122740878422,0.0013021275608968,-0.0193568263202905,0.002258869670557314,-0.022159649167908003
2025-05-22,0.0190042524750317,0.0012909815550709,-0.0193448048084974,0.0022477236647314137,-0.022147627656114905
2025-05-23,-0.0049972536895026,0.0012914165934056,-0.0192182790488004,0.0022481587030661137,-0.022021101896417903
2025-05-27,0.0670972545819799,0.0012918586658496,-0.0191961899399757,0.0022486007755101135,-0.021999012787593204
2025-05-28,-0.0166441850102723,0.0013180809381175,-0.0190648231655359,0.002274823047778014,-0.021867646013153403
2025-05-29,0.0042777491260102,-0.0166441850102723,-0.0192604605108499,-0.015687442900611786,-0.022063283358467405
2025-05-30,-0.033966015333374,0.0013141933925508,-0.0195512641221284,0.0022709355022113137,-0.022354086969745904
2025-06-02,-0.0109410916490713,0.0013040040568001,-0.0194510016590356,0.0022607461664606136,-0.022253824506653103
2025-06-03,0.0045999457840197,0.0013007835700953,-0.0193962603807449,0.002257525679755814,-0.022199083228362403
2025-06-04,-0.0361406780981345,0.0012978815538869,-0.0192812513560056,0.002254623663547414,-0.022084074203623103
2025-06-05,-0.1538494860632786,0.0012723808302292,-0.0190936904400587,0.002229122939889714,-0.021896513287676205
2025-06-06,0.0360138325066552,0.0012229648202132,-0.0172486174851655,0.0021797069298737136,-0.020051440332783003
2025-06-09,0.044531215832813,0.0012333426506788,-0.0159535203129053,0.0021900847603393138,-0.018756343160522805
2025-06-10,0.0551923201543846,0.0012501288631559,-0.0149825727567076,0.002206870972816414,-0.017785395604325103
2025-06-11,0.0010421025390305,0.0012692117039391,-0.0146605325862765,0.002225953813599614,-0.017463355433894004
2025-06-12,-0.0226796831660527,0.0012701526500216,-0.0150097170844674,0.0022268947596821138,-0.017812539932084905
2025-06-13,0.019242741328906,0.0012691783690082,-0.0156043590977787,0.0022259204786687138,-0.018407181945396204
2025-06-16,0.0116742579764723,0.001269084694265,-0.0160347316414117,0.002225826803925514,-0.018837554489029205
2025-06-17,-0.0396036094465763,0.0012719625335562,-0.0168672073632478,0.002228704643216714,-0.019670030210865302
2025-06-18,0.0178575602023034,0.0012584534928841,-0.0176201704889535,0.0022151956025446137,-0.020422993336571004
2025-06-20,0.0003415528218111,0.0012609882716448,-0.0182697717100381,0.002217730381305314,-0.021072594557655602
2025-06-23,0.0791062472272541,0.0012615257649575,-0.0187646318227052,0.0022182678746180138,-0.021567454670322703
2025-06-24,-0.0238275555713105,0.0012933101376517,-0.0187662839889526,0.002250052247312214,-0.021569106836570102
2025-06-25,-0.0386863416563079,0.0012919477193859,-0.0192304197698831,0.002248689829046414,-0.022033242617500604
2025-06-26,-0.0054183747277543,0.0012677102634249,-0.0195838864892721,0.0022244523730854137,-0.022386709336889604
2025-06-27,-0.0066214001617641,-0.0054183747277543,-0.0200457889586687,-0.004461632618093786,-0.022848611806286202
2025-06-30,-0.0186192630852763,0.0012663712121353,-0.0204083081334829,0.0022231133217958136,-0.023211130981100402
2025-07-01,-0.0548353231730862,0.0012622169215303,-0.0208242032676935,0.0022189590311908138,-0.023627026115311003
2025-07-02,0.0484876687149791,0.0012375052148378,-0.0203867889940738,0.0021942473244983135,-0.023189611841691302
2025-07-03,-0.0009508330128999,0.0012512382957254,-0.0202742423862218,0.0022079804053859137,-0.023077065233839303
2025-07-07,-0.0703074792800579,0.0012511390853096,-0.0205960776656866,0.002207881194970114,-0.023398900513304104
2025-07-08,0.013080017887538,0.0012301087427747,-0.0201152097433805,0.0021868508524352137,-0.022918032590998005
2025-07-09,-0.0065017078495293,0.0012287299900185,-0.0199615862220525,0.0021854720996790137,-0.022764409069670005
